41.91794205	-70.57740021	12.41975443
41.91691589	-70.57553101	-13.50196023
41.91712952	-70.57672119	-14.68400152
41.91692734	-70.57766724	1.659624125
41.91745377	-70.57867432	-3.314356171
41.91796112	-70.57816315	-4.375981385
41.91737366	-70.57674408	-4.483123493
41.91826248	-70.57879639	1.308614801
41.91664886	-70.57759094	-7.066198282
41.91663361	-70.57736206	0.831907992
41.91581726	-70.57458496	-7.543830127
41.91619873	-70.5762558	-40.34107763
41.91631699	-70.5742569	-11.18237596
41.91568756	-70.57672882	-5.538560965
41.9164238	-70.57569122	0.413778799
41.9158783	-70.57472229	-8.278155414
41.9161911	-70.57846832	-4.442356447
41.91569901	-70.574646	-8.133774068
41.91584778	-70.57574463	-18.08404822
41.91596222	-70.57611084	3.237135169
41.91753769	-70.5743866	0
41.91761017	-70.57458496	-2.223317358
41.91768	-70.57466	-2.742482937
41.91739273	-70.57411957	0
41.91762161	-70.57478333	4.056975868
41.91735077	-70.57385254	0.264648107
41.91765594	-70.57501984	-8.750157457
41.91514587	-70.57602692	-1.075306275
41.91436386	-70.57741547	24.18886351
41.9144249	-70.57634735	-1.747380697
41.91489029	-70.57619476	11.79242525
41.91418076	-70.57695007	-34.02447466
41.914711	-70.57688904	-7.918204047
41.91471481	-70.57598114	-1.396398757
41.91381454	-70.57723236	6.073451532
41.91517639	-70.57695007	2.666743243
41.91380692	-70.5776062	18.20138902
41.91317749	-70.57800293	5.285812409
41.91378784	-70.57587433	-11.48366781
41.91336823	-70.57670593	-27.99912646
41.91286087	-70.57771301	37.732288
41.91373062	-70.57628632	-14.23534236
41.91336441	-70.57621765	-13.23598991
41.91321564	-70.5759964	-3.317560037
41.91354752	-70.57832336	21.15580727
41.91265488	-70.57660675	-8.148639529
41.91638947	-70.57862854	-33.81492165
41.91630936	-70.57840729	-32.95681255
41.91624069	-70.57819366	-20.70296778
41.91616058	-70.57795715	-13.54645998
41.9160881	-70.5776825	-41.00493087
41.91604996	-70.57746887	-6.298333067
41.91601944	-70.57720947	-3.033892021
41.91601944	-70.57697296	-7.698649693
41.91600037	-70.57672119	-8.722994062
41.91600037	-70.57646942	-18.58008263
41.91598892	-70.57623291	-15.4737432
41.91596	-70.57598877	-3.054393215
41.9159584	-70.575737	-0.220542939
41.91595078	-70.57550049	-20.05073061
41.91596985	-70.57523346	-11.62636168
41.91601181	-70.57498932	-1.275058192
41.91603088	-70.57475281	-1.388446593
41.91601944	-70.57449341	-5.827767874
41.91596985	-70.57427216	-23.09113181
41.91592026	-70.57402039	-18.68703163
41.91585159	-70.57376862	-8.668277251
41.91421	-70.574749	-100
41.913996	-70.574749	-60
41.913782	-70.574749	-20
41.913568	-70.574749	20
41.913354	-70.574749	60
41.91314	-70.574749	100
