41.89785	-70.56873333	107
41.89921667	-70.56945	106.2
41.90053333	-70.57203333	100.5
41.90276667	-70.57135	33.6
41.90155	-70.5725	73.9
41.90245	-70.57241667	43.2
41.90261667	-70.56975	14.7
41.90366667	-70.57266667	39.2
41.90406667	-70.57251667	30.6
41.90516667	-70.57013333	29.4
41.9058	-70.57156667	31.8
41.90596667	-70.56976667	15.1
41.90693333	-70.57203333	25.7
41.90343333	-70.56778333	37.2
41.90493333	-70.56573333	30.3
41.90521667	-70.56415	32.3
41.90638333	-70.56496667	34.9
41.90788333	-70.56221667	92.6
41.9097	-70.56451667	12.8
41.9082	-70.56755	14.1
41.90715	-70.56873333	25.4
41.90746667	-70.56943333	6.9
41.9082	-70.57023333	33.1
41.90858333	-70.57148333	43.1
41.90855833	-70.57148333	22.5
41.9086	-70.57157222	36.6
41.90861944	-70.57148333	35.5
41.90918333	-70.5707	13.6
41.90966667	-70.57115	45.6
41.91213333	-70.56718333	9.9
41.91263333	-70.56768333	27.4
41.91401667	-70.56565	74.4
41.91421667	-70.56626667	66.4
41.90165	-70.56939	15
41.90119	-70.56998	8.2
41.9011	-70.57008	31.5
41.89991	-70.56857	8.1
41.89993	-70.56857	100.6
41.911815	-70.566183	0
41.911465	-70.565664	20
41.911144	-70.565158	40
41.910842	-70.564708	60
41.910497	-70.564201	80
41.910182	-70.563708	100
